first_name,last_name,team,position,hair_style,hair_color,skin_color,pro_bowl,nfl_icon,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two
Jhavonte,Dean,Browns,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,36,73,185,23,12/14/1995,0,Miami (Fla.),15,63,3,3,1755000,0,45,45
Tigie,Sankoh,Browns,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85,87,82,64,63,61,48,62,85,22,6,6,6,6,6,35,35,70,19,13,35,88,87,35,35,35,35,49,88,Right,40,71,214,21,11/4/1997,1,No College,15,63,2,2,1080000,0,45,45
Morgan,Burnett,Browns,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,86,88,84,74,55,65,20,72,91,30,15,10,10,15,15,35,35,78,20,15,50,92,85,35,35,35,35,40,84,Right,42,73,210,30,1/13/1989,9,Georgia Tech,3,7,2,2,7500000,3650000,45,45
Mik'Quan,Deane,Browns,TE,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,48,75,240,23,3/22/1996,0,Western Kentucky,15,63,2,2,1080000,0,45,45
Rico,Gathers,Browns,TE,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,79,83,84,77,48,75,68,78,83,32,26,22,19,18,17,55,61,27,17,18,10,86,89,56,60,51,54,48,92,Right,80,78,281,25,1/7/1994,3,Baylor,15,63,2,2,1520000,50000,45,45
David,Njoku,Browns,TE,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,85,90,84,72,74,78,75,77,93,13,15,10,6,10,6,55,63,36,15,19,40,92,88,55,62,54,50,79,78,Right,85,76,246,23,7/10/1996,2,Miami (Fla.),1,29,4,2,9525345,8191434,45,45
Pharaoh,Brown,Browns,TE,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,86,78,258,25,5/4/1994,2,Oregon,15,63,2,1,1050000,0,45,45
Seth,DeValve,Browns,TE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,83,90,86,75,51,72,70,80,92,29,15,10,6,10,6,57,60,39,21,21,10,86,88,52,59,57,53,53,80,Right,87,75,245,26,1/29/1993,3,Princeton,4,42,4,1,2453392,383392,45,45
Demetrius,Harris,Browns,TE,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,85,87,88,63,65,69,68,77,88,35,15,10,6,10,6,67,70,40,30,30,25,82,90,69,68,66,62,67,70,Right,88,79,230,28,7/29/1991,6,Wis.-Milwaukee,15,63,2,2,6000000,3250000,45,45
Stephen,Carlson,Browns,TE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,89,76,240,22,12/12/1996,0,Princeton,15,63,3,3,1757500,2500,45,45
Jaelen,Strong,Browns,WR,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,91,90,78,72,59,68,72,84,93,35,30,25,15,25,15,45,58,32,22,20,70,88,86,36,33,32,30,65,73,Right,10,74,220,25,1/25/1994,4,Arizona State,3,6,1,1,720000,0,45,45
Antonio,Callaway,Browns,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,92,93,87,50,83,68,29,79,82,29,27,20,15,24,13,26,54,26,17,12,83,84,88,19,15,15,10,77,77,Right,11,71,199,22,1/9/1997,1,Florida,4,9,4,3,3177856,717856,45,45
Odell,Beckham Jr,Browns,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,94,94,98,53,94,73,43,96,96,59,51,48,45,13,12,51,55,40,75,53,79,95,85,38,32,25,25,85,94,Right,13,71,198,26,11/5/1992,5,LSU,1,12,6,5,90000000,40959000,45,45
Damon,Sheehy-Guisp.,Browns,WR,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,15,71,181,24,2/15/1995,0,Phoenix Coll. AZ (J.C.),15,63,3,3,1755000,0,45,45
Ishmael,Hyman,Browns,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,16,72,196,23,8/23/1995,0,James Madison,15,63,3,3,1755000,0,45,45
Damion,Ratley,Browns,WR,5,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,93,92,86,59,79,77,48,81,90,29,15,10,6,10,6,35,45,21,11,11,39,89,90,32,29,24,22,72,82,Right,18,74,200,24,4/16/1995,1,Texas A&M,6,15,4,3,2653868,193868,45,45
Dorian,Baker,Browns,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,19,75,213,23,6/1/1996,0,Kentucky,15,63,3,3,1756500,1500,45,45
Jarvis,Landry,Browns,WR,2,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,89,91,92,66,87,73,77,91,88,61,48,42,46,32,26,40,62,47,16,17,89,94,90,29,25,25,20,86,90,Left,80,71,196,26,11/28/1992,5,LSU,2,31,5,4,75500000,34000000,45,45
Rashard,Higgins,Browns,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,86,89,82,66,67,71,42,83,84,29,15,10,6,10,6,39,44,31,23,22,65,88,90,23,16,21,19,71,87,Right,81,73,198,24,10/7/1994,3,Colorado State,5,44,1,1,2025000,0,45,45
D.J.,Montgomery,Browns,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,83,73,201,22,11/17/1996,0,Austin Peay State,15,63,3,3,1758000,3000,45,45
Derrick,Willies,Browns,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,86,85,91,63,72,66,48,80,94,36,20,15,15,15,6,43,55,35,19,15,48,85,77,35,30,20,17,70,83,Right,84,76,207,24,10/17/1994,1,Texas Tech,15,63,3,2,1712500,2500,45,45
Nate,Trewyn,Buccaneers,C,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,60,76,315,23,5/16/1996,0,Wis.-Whitewater,15,63,3,3,1755000,0,45,45
Ryan,Jensen,Buccaneers,C,9,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,61,75,64,90,15,26,32,35,65,10,6,6,6,6,6,78,76,48,13,10,11,82,92,77,76,76,79,9,85,Right,66,76,319,28,5/27/1991,6,Colorado State-Pueblo,6,43,4,3,42000000,22000000,45,45
Zach,Triner,Buccaneers,C,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,97,75,245,28,1/30/1991,3,Assumption,15,63,2,2,1080000,0,45,45
De'Vante,Harris,Buccaneers,CB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,22,71,190,25,6/30/1994,3,Texas A&M,15,63,1,1,720000,0,45,45
Sean,Murphy-Buntg.,Buccaneers,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,92,91,90,59,72,63,37,71,94,29,6,6,6,6,6,25,25,57,26,26,60,92,90,35,35,35,35,60,83,Right,26,72,195,22,6/19/1997,0,Central Michigan,2,7,4,4,7376000,3384000,45,45
Vernon,Hargreaves 3d,Buccaneers,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,90,91,92,63,79,70,29,75,90,27,6,6,6,6,6,10,14,63,18,17,76,91,84,33,34,33,34,71,83,Right,28,70,205,24,6/3/1995,3,Florida,1,11,5,2,14177654,14177654,45,45
Ryan,Smith,Buccaneers,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,90,89,87,68,58,61,28,68,86,27,6,6,6,6,6,10,14,57,18,17,65,89,88,33,34,33,34,48,74,Right,29,71,189,25,9/7/1993,3,North Carolina Central,4,12,4,1,2932160,592160,45,45
Carlton,Davis III,Buccaneers,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,88,89,80,62,58,65,29,63,82,26,6,6,6,6,6,35,35,57,19,15,40,92,89,35,35,35,35,48,88,Right,33,73,205,22,12/31/1996,1,Auburn,2,31,4,3,4393114,2094992,45,45
Mazzi,Wilkins,Buccaneers,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,37,72,191,23,10/12/1995,0,South Florida,15,63,3,3,1755000,0,45,45
Vita,Vea,Buccaneers,DT,9,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,69,81,73,97,42,29,68,26,70,24,20,16,13,13,10,45,52,81,15,16,10,82,92,52,48,45,45,46,97,Right,50,76,347,24,2/5/1995,1,Washington,1,12,4,3,14824238,14824238,45,45
Shane,Bowman,Buccaneers,DT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,70,76,290,23,1/18/1996,0,Washington,15,63,1,1,495000,0,45,45
Jeremiah,Ledbetter,Buccaneers,DT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,79,86,69,83,14,28,25,34,81,33,6,6,6,6,19,45,45,77,21,25,10,74,91,45,45,45,45,-1,84,Right,78,75,292,25,6/2/1994,2,Arkansas,6,45,2,1,1125000,0,45,45
Stevie,Tu'ikolovatu,Buccaneers,DT,2,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,64,79,67,93,25,23,47,27,66,22,6,6,6,6,18,45,45,82,18,13,9,77,88,46,45,44,45,-1,96,Right,96,73,320,28,6/28/1991,2,USC,7,31,1,1,495000,0,45,45
Justin,Evans,Buccaneers,FS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,87,91,90,75,59,66,64,72,95,30,15,10,10,15,15,35,35,76,25,25,80,92,87,35,35,35,35,44,88,Right,21,72,199,23,8/26/1995,2,Texas A&M,2,18,4,2,5199286,3087631,45,45
Lukas,Denis,Buccaneers,FS,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,85,88,87,60,60,58,25,68,81,38,29,24,19,30,22,35,35,62,19,12,72,86,88,35,35,35,35,54,80,Right,25,71,188,22,4/13/1997,0,Boston College,15,63,3,3,1755000,0,45,45
Darian,Stewart,Buccaneers,FS,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,85,87,88,67,45,60,54,66,85,21,6,6,6,6,22,45,45,69,17,19,30,86,89,45,45,45,45,-1,91,Right,27,71,214,31,8/4/1988,9,South Carolina,15,63,4,1,28000000,13000000,45,45
John,Battle,Buccaneers,FS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,32,72,201,24,2/21/1995,0,LSU,15,63,2,2,1080000,0,45,45
Mike,Edwards,Buccaneers,FS,3,1,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,88,90,86,63,67,58,25,65,88,22,6,6,6,6,6,35,35,66,25,25,40,91,86,35,35,35,35,50,90,Right,34,71,203,23,5/18/1996,0,Kentucky,3,35,4,4,3498035,822180,45,45
D'Cota,Dixon,Buccaneers,FS,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,38,70,204,24,11/20/1994,0,Wisconsin,15,63,3,3,1756000,1000,45,45
Peyton,Barber,Buccaneers,HB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,86,89,80,74,72,75,77,55,78,31,25,20,15,10,28,52,43,33,21,20,55,86,88,44,43,49,47,-1,80,Right,25,71,225,25,2/27/1994,3,Auburn,15,63,1,1,2125000,1000000,45,45
Ronald,Jones II,Buccaneers,HB,10,0,2,0,0,0,0,1,-1,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,47,93,93,93,68,77,84,65,62,87,26,20,15,12,17,10,54,28,29,20,15,50,89,85,22,26,29,33,73,84,Left,27,71,208,22,8/3/1997,1,USC,2,6,4,3,7071926,3223220,45,45
Bruce,Anderson,Buccaneers,HB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,86,90,78,73,70,85,77,63,76,25,22,16,10,16,15,49,30,36,20,20,80,88,87,25,23,36,31,74,83,Right,30,71,210,22,6/20/1997,0,North Dakota State,15,63,3,3,1755000,0,45,45
Andre,Ellington,Buccaneers,HB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,88,90,92,54,72,82,47,73,82,25,33,29,20,15,15,35,33,29,15,15,76,92,76,22,23,26,20,68,82,Right,32,69,200,30,2/3/1989,6,Clemson,6,27,1,1,805000,0,45,45
Dare,Ogunbowale,Buccaneers,HB,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,86,89,85,71,71,86,38,63,84,25,29,24,21,28,17,40,36,37,19,21,77,88,91,25,24,27,24,74,75,Right,44,71,205,25,5/4/1994,2,Wisconsin,15,63,2,2,1080000,0,45,45
Cairo,Santos,Buccaneers,K,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,5,68,160,27,11/18/1991,5,Tulane,15,63,1,1,1000000,195000,45,45
Matt,Gay,Buccaneers,K,7,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,66,76,59,41,31,40,10,30,68,27,35,30,25,20,20,16,21,13,94,77,10,87,85,17,17,16,16,16,60,Right,9,72,232,25,3/15/1994,0,Utah,5,17,4,4,2845772,325772,45,45
Rakeem,Nunez-Roches,Buccaneers,LE,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,71,83,61,80,10,40,15,30,83,16,6,6,6,6,6,45,45,84,15,25,10,86,81,45,45,45,45,10,76,Right,56,74,307,26,7/3/1993,4,Southern Mississippi,6,41,1,1,895000,240000,45,45
Terry,Beckner Jr,Buccaneers,LE,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,66,76,57,85,26,32,32,32,63,23,6,6,6,6,6,44,45,72,17,17,9,76,83,46,45,44,45,11,81,Right,73,76,296,22,3/2/1997,0,Missouri,7,23,4,4,2632316,112316,45,45
William,Gholston,Buccaneers,LE,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,73,81,75,77,24,46,54,39,76,35,6,6,6,6,6,45,45,82,30,30,10,75,87,45,45,45,45,14,77,Right,92,78,281,28,7/31/1991,6,Michigan State,4,30,5,3,27500000,13500000,45,45
Zack,Bailey,Buccaneers,LG,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,65,79,61,84,15,35,19,29,70,26,6,6,6,6,6,63,62,30,18,15,10,86,84,61,63,62,63,8,83,Right,61,77,299,23,11/8/1995,0,South Carolina,15,63,3,3,1755000,0,45,45
Mike,Liedtke,Buccaneers,LG,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,74,82,70,86,15,46,45,46,75,19,6,6,6,6,6,60,61,51,17,35,10,82,87,61,63,61,58,9,81,Right,67,75,305,27,1/15/1992,4,Illinois State,15,63,1,1,645000,0,45,45
Josh,LeRibeus,Buccaneers,LG,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,61,78,60,88,15,40,20,40,68,30,6,6,6,6,30,77,71,35,21,20,10,86,87,76,85,79,75,-1,89,Right,68,74,312,30,7/2/1989,7,Southern Methodist,3,7,1,1,805000,0,45,45
Ali,Marpet,Buccaneers,LG,9,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,73,83,75,88,12,45,20,45,80,30,6,6,6,6,6,88,88,37,25,25,10,82,90,90,87,89,83,6,82,Right,74,76,307,26,4/17/1993,4,Hobart,2,29,6,5,54125000,10117351,45,45
Emmanuel,Smith,Buccaneers,LOLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,43,74,240,24,7/25/1995,1,Vanderbilt,15,63,2,2,1080000,0,45,45
Demone,Harris,Buccaneers,LOLB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,76,83,71,79,22,43,33,40,79,22,6,6,6,6,6,44,45,77,16,19,9,84,87,44,45,45,44,12,82,Right,53,76,272,23,12/30/1995,1,Buffalo,15,63,2,2,1230000,0,45,45
Shaquil,Barrett,Buccaneers,LOLB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,82,87,83,72,40,47,33,58,73,15,6,6,6,6,6,45,45,81,27,24,10,88,88,45,45,45,45,25,85,Right,58,74,250,26,11/17/1992,5,Colorado State,15,63,1,1,4000000,3000000,45,45
Carl,Nassib,Buccaneers,LOLB,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,78,87,77,79,28,33,26,47,76,22,6,6,6,6,6,44,44,78,20,19,9,78,89,44,45,46,44,28,86,Right,94,79,275,26,4/12/1993,3,Penn State,3,1,4,1,3598862,889752,45,45
Farrington,Huguenin,Buccaneers,LOLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,95,76,268,27,5/8/1992,3,Kentucky,15,63,2,2,1080000,0,45,45
Anthony,Nelson,Buccaneers,LOLB,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,78,87,82,76,28,33,26,47,85,22,6,6,6,6,6,44,44,78,20,19,9,80,88,44,45,46,44,28,86,Right,98,79,271,22,3/4/1997,0,Iowa,4,11,4,4,3295040,775040,45,45
Cole,Boozer,Buccaneers,LT,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,64,77,275,25,3/20/1994,1,Temple,15,63,2,2,1080000,0,45,45
Brock,Ruble,Buccaneers,LT,4,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,72,80,325,23,1/7/1996,0,Toledo,15,63,3,3,1755000,0,45,45
Donovan,Smith,Buccaneers,LT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,71,81,63,88,10,25,25,25,82,30,6,6,6,6,6,76,62,39,25,25,10,80,87,64,60,76,70,5,74,Right,76,78,338,26,6/23/1993,4,Penn State,2,2,3,3,41250000,27000000,45,45
Deone,Bucannon,Buccaneers,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,88,91,83,78,40,68,63,75,86,29,6,6,6,6,6,45,45,80,19,22,35,88,92,45,45,45,45,25,88,Right,43,73,211,26,8/30/1992,5,Washington State,1,27,1,1,2500000,1450000,45,45
Devin,White,Buccaneers,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,92,91,82,77,41,62,47,59,93,23,6,6,6,6,6,45,45,84,18,14,10,85,93,45,45,45,45,34,91,Right,45,72,237,21,2/17/1998,0,LSU,1,5,4,4,29315814,29315814,45,45
Jack,Cichy,Buccaneers,MLB,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,83,87,82,75,27,52,25,50,81,25,6,6,6,6,6,45,45,82,19,14,10,87,83,45,45,45,45,12,89,Right,48,74,236,23,5/5/1996,1,Wisconsin,6,42,4,3,2605376,145376,45,45
Kevin,Minter,Buccaneers,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,78,85,81,77,25,60,45,52,81,25,6,6,6,6,25,45,45,83,20,20,10,92,85,45,45,45,45,-1,83,Right,51,72,246,28,12/3/1990,6,LSU,2,13,1,1,895000,90000,45,45
Lavonte,David,Buccaneers,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,86,90,87,77,25,60,26,77,88,15,6,6,6,6,6,45,45,91,14,12,10,97,97,45,45,45,45,10,89,Right,54,73,233,29,1/23/1990,7,Nebraska,2,26,6,2,50250000,10738418,45,45
Corey,Nelson,Buccaneers,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,85,88,76,75,20,62,35,55,79,26,6,6,6,6,6,45,45,79,26,26,10,89,89,45,45,45,45,10,74,Right,55,73,226,27,4/22/1992,5,Oklahoma,7,50,1,1,805000,0,45,45
Bradley,Pinion,Buccaneers,P,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,66,77,62,55,19,40,15,39,70,52,51,42,32,24,25,25,29,29,93,82,10,85,92,16,16,15,13,9,55,Right,8,77,235,25,6/1/1994,4,Clemson,5,37,4,4,11000000,3600000,45,45
Jameis,Winston,Buccaneers,QB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,79,81,80,75,77,60,66,49,78,90,86,81,80,84,83,15,39,45,30,26,10,96,96,30,27,15,15,73,93,Right,3,76,231,25,1/6/1994,4,Florida State,1,1,5,1,25351277,25351277,45,45
