PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PVSB,PCON,TotPerYearAvg,NoBonPerYrAvg,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,3,3,3,3,16,Charles,Brown,150,51,3,50,33,16,75,0,5,27248,27,27248,59,26,0,0,80,0,0,0,18,0,0,66,2,32,1015,82,13,86,80,0,3,11,0,0,0,0,0,0,0,231,45,100,0,0,0,38,0,0,71,1,51,3,50,0,2,17,0,60,4,0,17,0,0,80,18,83,72,58,2,2,2,2,10,15,24,10,15,5,10,10,20,0,5,5,10,15,15,15,150,0,77,137,999,5,1,-31,0,0,294
45,2,2,2,2,14,Brett,Keisel,210,111,3,70,33,15,77,0,6,15741,29,15741,72,35,0,1,90,1,0,0,17,0,0,71,0,31,1015,82,77,24,40,0,13,34,0,2,0,8,8,8,8,26,45,100,0,0,4,0,0,0,99,2,111,3,69,0,7,17,99,53,12,1198,19,0,1,95,15,82,86,90,3,0,3,0,10,10,39,5,10,4,15,10,15,0,10,11,15,10,20,10,210,0,77,125,999,15,5,-31,0,0,48
45,2,2,2,2,14,Maurkice,Pouncey,80,12,2,40,34,12,80,0,5,27547,29,27547,62,24,0,0,89,0,0,0,20,0,0,67,2,18,13,81,21,88,88,0,3,16,0,0,0,2,2,2,2,62,45,100,0,0,0,0,0,0,53,2,12,2,62,0,1,15,30,60,4,0,29,0,0,87,11,89,87,72,0,0,0,0,10,10,29,10,15,5,10,10,20,0,7,7,15,10,25,10,80,0,76,144,999,8,0,-31,0,0,193
45,0,0,0,0,50,Brandon,Fields,160,24,4,40,34,93,67,0,7,28154,12,28154,60,30,0,0,65,0,0,0,40,0,0,62,0,15,1015,90,18,10,10,0,0,9,0,0,0,0,0,0,0,118,45,100,2,2,0,55,0,0,2,1,24,4,80,0,7,55,55,50,7,0,40,0,1,95,92,58,95,74,0,0,0,0,5,5,49,5,10,10,5,5,20,0,20,20,5,5,5,5,160,0,77,85,999,0,0,-31,0,0,418
45,2,2,2,2,15,Marcus,Cannon,160,24,4,40,34,13,63,0,4,28081,22,28081,56,25,0,0,72,0,0,0,19,0,0,61,0,7,1015,80,18,77,81,0,2,14,0,0,0,0,0,3,3,207,26,100,0,0,0,0,0,0,61,2,24,4,70,0,5,15,6,59,3,0,23,0,0,95,14,93,71,61,0,0,0,0,15,10,4,5,15,5,20,10,15,0,9,6,10,15,30,15,160,0,77,180,999,0,0,-31,0,0,76
45,0,0,0,0,30,Rob,Bironas,44,10,1,44,34,89,68,0,6,27072,30,27072,67,35,0,0,74,1,0,0,28,0,0,61,0,63,1009,86,33,17,27,0,11,20,0,4,0,0,0,0,0,68,45,100,3,3,4,50,0,0,2,0,10,1,0,0,15,28,76,67,12,1230,27,0,1,95,95,54,94,83,2,0,2,0,0,5,49,0,5,10,10,0,5,0,19,19,10,0,0,5,44,0,72,50,999,0,2,-31,0,0,41
45,0,4,0,4,15,Travis,Daniels,180,44,4,45,34,18,92,0,1,26579,9,26579,89,31,0,0,80,0,0,0,46,0,0,90,2,3,1015,82,64,24,34,0,1,31,0,0,0,0,0,0,0,106,45,100,0,0,0,55,0,0,34,2,44,4,82,0,4,19,28,80,9,0,55,0,1,94,14,57,71,61,0,2,0,2,0,10,54,0,10,10,15,0,15,0,17,17,15,0,5,10,180,0,73,35,999,23,0,-31,0,0,70
45,0,0,0,0,40,Mason,Crosby,180,44,4,45,34,83,72,0,7,27996,20,27996,66,29,0,0,80,0,0,0,30,0,0,69,0,19,1015,90,30,25,19,0,0,19,0,2,0,0,0,0,0,41,45,100,2,2,2,62,0,0,2,2,44,4,70,0,6,40,84,65,7,0,66,0,1,90,98,60,85,69,1,1,0,0,0,0,49,0,5,10,15,0,10,0,19,19,10,0,5,5,180,0,73,47,826,10,0,-31,0,0,132
45,0,0,0,0,29,Robbie,Gould,100,32,2,50,34,88,59,0,6,27154,1,27154,60,31,0,0,75,0,0,0,25,0,0,61,0,63,1009,91,29,23,22,0,0,12,0,2,0,0,0,0,0,164,45,100,2,0,0,0,0,0,9,2,32,2,0,0,15,34,69,44,9,15,32,0,1,98,94,35,90,78,2,0,2,0,0,5,74,5,10,10,5,5,15,0,19,19,5,5,5,5,100,0,72,25,999,8,2,-31,0,0,81
45,4,4,4,4,15,Stephen,Hill,150,48,3,50,34,18,95,0,5,27981,18,27981,95,23,0,1,68,0,0,0,77,0,0,92,2,11,25,85,19,34,37,0,8,31,0,0,0,8,8,8,8,71,45,100,0,0,0,25,0,0,84,1,48,3,0,0,2,19,99,90,2,0,62,0,1,90,17,53,75,57,0,0,0,0,0,5,59,0,15,10,15,0,10,0,3,3,10,0,5,0,150,0,76,55,999,89,0,-31,0,0,61
45,3,3,3,3,15,Golden,Tate,200,64,4,50,34,15,92,0,0,28116,28,28116,93,25,0,0,81,0,0,0,74,0,0,88,2,28,1015,89,28,39,47,0,0,58,0,0,0,8,8,8,8,152,45,100,3,3,0,40,0,0,81,0,64,4,85,0,2,18,0,86,4,0,68,0,1,90,19,58,75,62,0,0,0,0,0,5,49,0,10,10,10,0,10,0,3,3,10,0,25,5,200,0,70,42,999,30,0,-31,0,0,224
45,0,0,0,0,45,Dustin,Colquitt,136,33,3,45.33333333,34.33333333,94,59,0,7,26820,9,26820,62,32,0,0,75,0,0,0,23,0,0,55,0,35,1015,90,24,12,11,0,0,12,0,4,0,0,0,0,0,211,45,100,2,2,0,60,1,0,2,0,33,3,90,0,3,40,70,34,9,347,25,0,1,97,90,40,94,79,0,0,0,0,5,5,59,0,15,10,5,10,15,0,20,20,10,5,5,5,136,0,75,50,999,0,2,-31,0,0,12
45,0,0,0,0,73,Kirk,Cousins,120,15,3,40,35,15,72,0,7,28113,26,28113,73,25,0,1,82,0,0,0,21,0,0,80,0,7,22,82,17,14,20,0,0,36,0,4,0,0,0,0,0,118,45,100,3,3,0,45,0,0,12,2,15,3,60,0,4,87,99,63,2,0,54,0,1,95,17,61,68,56,1,2,2,2,0,5,59,0,5,10,10,0,10,0,0,0,10,0,15,5,120,0,75,49,999,0,0,-31,0,0,62
45,0,0,0,0,19,Chris,Kluwe,44,9,1,44,35,94,62,0,7,27090,31,27090,64,32,0,0,71,0,0,0,14,0,0,60,0,63,1009,78,27,12,20,0,0,17,0,0,0,0,0,0,0,226,45,100,3,2,0,55,0,0,5,1,9,1,0,0,15,23,55,48,9,1289,21,0,1,88,87,48,88,70,0,0,0,0,0,5,59,0,10,10,5,5,10,0,20,20,10,0,0,5,44,0,76,55,787,0,2,-31,0,0,168
45,0,0,0,0,22,Stephen,Gostkowski,180,40,4,45,35,90,54,0,7,27420,22,27420,55,29,0,0,75,0,0,0,14,0,0,56,0,21,1015,74,31,16,24,0,0,9,0,2,0,0,0,0,0,114,45,100,2,2,0,50,0,0,3,0,40,4,99,0,4,38,72,45,8,0,15,0,1,90,90,58,88,82,0,0,0,0,0,5,49,0,10,10,10,0,10,0,19,19,10,0,5,5,180,0,73,55,999,0,1,-31,0,0,34
45,3,3,3,3,15,Madieu,Williams,200,60,4,50,35,15,82,0,5,27994,26,27994,84,32,1,1,85,0,0,0,50,0,0,83,0,24,1015,77,68,22,35,0,7,26,0,0,0,0,9,0,9,111,45,100,4,4,0,1,0,0,41,0,60,4,0,0,2,17,99,86,10,0,62,0,1,90,18,60,75,72,0,0,0,0,0,10,49,5,10,10,10,5,15,1,17,17,15,5,10,10,200,0,73,49,907,23,0,-31,0,0,205
45,2,2,2,2,20,Jeremy,Lane,51,16,1,51,35,17,91,0,5,17478,28,17478,92,23,0,0,75,1,0,0,56,0,0,89,1,2,7,78,53,15,25,0,7,21,0,0,0,0,0,0,0,154,45,100,0,0,2,0,0,0,37,2,16,1,84,0,6,21,99,90,2,0,61,0,0,91,19,53,69,50,3,3,3,3,0,5,54,0,10,10,15,0,10,0,16,16,10,0,10,5,51,0,72,30,999,16,0,-31,0,0,103
45,2,2,2,2,17,Cliff,Avril,52,17,1,52,35,17,90,0,5,17440,19,17440,83,27,0,0,84,1,0,0,44,0,0,83,2,29,1009,93,70,30,35,0,12,22,0,0,0,0,0,0,0,169,45,100,0,0,4,0,0,0,92,0,17,1,85,0,3,17,1,85,6,0,41,0,1,92,17,75,88,77,0,0,0,0,5,10,34,5,15,10,15,10,20,0,11,12,20,5,10,15,52,0,75,100,999,12,0,-31,0,0,191
45,3,3,3,3,13,Will,Yeatman,58,23,1,58,35,12,67,0,7,17030,12,17030,62,25,0,0,74,1,0,0,48,0,0,65,0,33,30,79,21,79,86,0,12,54,0,4,0,0,0,0,0,111,45,100,3,3,4,35,0,0,60,0,23,1,0,0,15,17,99,54,3,0,65,0,0,95,15,83,72,62,0,0,0,0,5,10,49,5,10,5,10,10,15,0,9,9,10,5,20,10,58,0,78,110,999,7,0,-31,0,0,158
45,3,3,3,3,19,David,Reed,60,25,1,60,35,15,89,2,4,14148,25,14148,90,26,0,0,74,1,0,0,70,0,0,92,2,25,4,81,25,20,28,0,0,51,0,0,0,8,8,8,8,233,45,100,0,0,0,0,0,0,16,2,25,1,85,0,5,18,24,83,4,0,65,0,1,83,15,56,71,62,0,2,0,2,0,5,54,5,10,10,15,5,10,0,3,3,10,0,5,5,60,0,72,30,328,67,0,-31,0,0,297
45,4,4,4,4,16,Jerome,Murphy,60,25,1,60,35,19,88,0,10,15355,26,15355,88,26,0,0,78,1,0,0,55,0,0,86,2,1,1009,81,58,29,39,0,1,31,0,0,0,8,8,8,8,232,45,100,0,0,0,30,0,0,45,2,25,1,0,0,3,19,2,82,4,0,62,0,1,77,17,56,69,60,0,0,0,0,0,10,54,0,10,10,10,0,10,0,16,17,10,0,10,10,60,0,72,40,618,53,1,-31,2,0,188
45,4,4,4,4,20,Damian,Williams,240,100,4,60,35,16,90,0,5,27980,30,27980,89,25,0,1,85,0,0,0,79,0,0,90,2,13,1015,88,27,29,37,0,8,50,0,0,0,8,8,8,8,231,45,100,0,0,0,25,0,0,17,2,100,4,0,0,3,20,15,79,4,0,70,0,1,90,17,57,75,63,0,0,0,0,0,5,59,0,10,10,5,0,10,0,3,3,10,0,5,5,240,0,73,39,999,65,0,-31,0,0,476
45,2,2,2,2,14,Tauren,Poole,62,27,1,62,35,17,89,0,5,16714,21,16714,89,24,2,1,79,1,0,0,75,0,0,93,2,33,29,89,29,29,33,0,7,59,0,0,0,2,2,2,2,211,45,100,0,0,0,0,0,0,33,2,27,1,87,0,15,19,40,87,2,0,69,0,1,95,18,69,69,49,2,2,2,2,5,10,29,5,15,10,20,10,15,0,1,1,10,10,20,10,62,0,70,55,86,69,0,-31,0,0,440
45,2,2,2,2,34,Edwin,Baker,62,27,1,62,35,17,86,2,4,14128,27,14128,92,22,2,1,77,1,0,0,63,0,0,80,2,33,29,78,32,41,36,0,7,63,0,0,0,0,0,0,0,118,45,100,0,0,2,0,0,0,27,2,27,1,76,0,7,38,52,74,2,0,62,0,1,76,13,63,66,56,0,0,0,0,0,10,29,5,10,10,15,0,15,0,1,1,20,0,15,5,62,0,68,40,26,41,0,-31,0,0,94
45,2,2,2,2,15,Frank,Alexander,74,39,1,74,35,17,66,0,5,26398,21,26398,70,24,0,0,79,1,0,0,33,0,0,64,2,10,1015,74,75,27,37,0,13,28,0,0,0,0,0,0,0,157,45,100,0,0,4,0,0,0,90,2,39,1,81,0,5,18,13,71,2,0,30,0,0,94,15,76,70,53,0,2,0,2,5,10,34,0,10,10,10,5,15,0,11,12,10,5,20,10,74,0,76,110,999,7,3,-31,0,0,42
45,4,4,4,4,26,Jermaine,Gresham,36,0,1,36,36,23,82,1,4,28192,2,28192,80,25,0,0,88,0,0,0,80,0,0,77,2,21,1009,84,49,47,52,0,1,62,0,0,0,1,1,1,1,157,45,100,0,0,0,0,1,0,84,1,0,1,75,0,1,33,52,79,4,0,67,0,1,90,27,72,81,75,0,0,0,0,0,10,24,10,10,10,20,10,10,0,4,4,20,0,20,10,36,0,77,100,1023,31,0,-31,0,0,86
45,2,2,2,2,28,A.J.,Green,36,0,1,36,36,21,89,0,2,28194,2,28194,90,25,0,0,94,0,0,0,93,0,0,90,2,4,1009,94,38,35,42,0,7,60,0,0,0,0,0,0,0,70,45,100,0,0,0,0,0,0,18,2,0,1,84,0,1,40,90,87,3,0,74,0,1,90,24,63,90,89,0,2,0,2,0,5,59,0,10,10,20,5,10,0,3,3,10,0,15,10,36,0,76,47,1023,50,0,-31,0,0,98
45,2,4,2,4,19,Mike,Williams,36,0,1,36,36,12,87,0,4,26736,3,26736,85,27,0,0,78,0,0,0,80,0,0,85,2,3,1009,88,30,24,25,0,0,60,0,0,0,0,1,0,1,205,45,100,0,0,0,1,0,0,19,0,0,1,85,0,4,20,30,86,4,0,78,0,1,91,19,57,77,74,0,0,0,0,5,5,49,5,10,10,15,5,10,0,3,3,10,5,5,5,36,0,74,52,1023,56,0,-31,0,0,454
45,4,4,4,4,21,Aaron,Williams,36,0,1,36,36,22,87,0,4,27206,3,27206,91,23,0,0,80,0,0,0,52,0,0,90,2,2,3,89,63,26,29,0,7,38,0,0,0,0,0,0,0,214,45,100,1,2,0,33,0,0,23,2,0,1,50,0,2,24,60,87,3,0,62,0,0,80,18,55,79,73,0,0,0,0,0,10,49,5,10,10,5,10,10,0,17,16,10,5,10,10,36,0,72,39,1023,55,0,-31,0,0,85
45,2,2,2,2,15,Brandon,Spikes,36,0,1,36,36,15,73,0,10,27306,3,27306,72,26,0,0,88,0,0,0,47,0,0,80,2,30,12,87,86,31,39,0,3,44,0,0,0,0,0,0,0,62,45,100,0,0,0,25,0,0,51,2,0,1,74,0,2,24,35,65,4,0,58,6,1,87,18,77,83,84,0,0,0,0,5,10,34,5,5,10,10,10,10,0,14,14,10,10,15,10,36,0,74,95,999,16,0,-31,0,0,102
45,4,4,4,4,26,Marquise,Goodwin,36,0,1,36,36,20,96,1,4,27332,3,27332,98,23,0,0,65,0,0,0,76,0,0,92,2,16,1009,86,31,33,40,0,0,39,0,0,0,0,0,0,0,214,45,100,0,0,0,40,0,0,88,1,0,1,90,0,3,42,48,89,1,0,70,0,1,90,21,47,76,59,3,3,3,3,0,5,54,0,15,10,20,0,20,0,3,3,10,0,5,5,36,0,69,19,1023,73,0,-31,0,0,13
45,3,3,3,3,24,Chris,Hairston,36,0,1,36,36,23,64,0,4,27501,3,27501,51,24,0,0,86,0,0,0,32,0,0,61,2,25,1009,87,38,84,81,0,3,28,0,0,0,0,0,0,0,38,45,100,0,0,2,25,0,0,75,2,0,1,91,0,4,28,42,44,3,0,36,0,0,95,30,84,74,72,0,0,0,0,15,10,29,10,5,5,20,10,15,0,5,9,20,10,25,10,36,0,78,170,1023,9,0,-31,0,0,192
45,2,2,2,2,25,Lee,Smith,36,0,1,36,36,15,70,0,4,27892,3,27892,68,26,0,1,83,0,0,0,68,0,0,73,0,28,1009,82,48,53,65,0,1,57,0,2,0,0,0,0,0,110,45,100,0,0,0,0,0,0,85,0,0,1,75,0,5,36,58,63,3,0,70,0,1,94,20,80,77,69,0,0,0,0,5,10,39,10,10,10,15,10,10,0,4,4,10,5,25,10,36,0,78,105,1023,16,0,-31,0,0,172
45,5,5,5,5,21,T.J.,Ward,36,0,1,36,36,15,88,0,2,27208,4,27208,87,26,0,0,92,0,0,0,63,0,0,84,2,6,1009,89,73,28,29,0,8,44,0,0,0,0,9,0,9,160,30,100,0,0,0,1,0,0,43,2,0,1,0,0,2,22,13,80,4,0,62,0,1,80,20,67,85,79,4,4,4,4,0,10,39,0,10,10,15,0,15,1,18,16,10,5,10,10,36,0,70,40,1023,47,0,-31,0,0,204
45,3,2,3,2,15,Orlando,Franklin,36,0,1,36,36,15,67,0,1,27436,4,27436,62,25,1,0,90,0,0,0,32,0,0,46,2,14,1009,87,42,88,76,0,3,25,0,0,0,0,0,0,0,115,45,100,0,0,2,15,0,0,74,0,0,1,0,0,2,16,34,53,3,0,42,0,0,87,17,93,80,77,0,0,0,0,20,10,29,10,15,5,15,10,20,0,6,6,20,10,30,10,36,0,79,160,1023,8,0,-31,0,0,194
45,4,2,4,2,19,Sione,Fua,36,0,1,36,36,16,64,3,7,27447,5,27447,54,25,0,0,89,0,0,0,33,0,0,59,2,33,1009,88,73,34,40,0,3,29,0,0,0,0,2,0,2,200,45,100,0,0,1,55,0,0,70,2,0,1,61,0,3,21,34,49,3,0,39,0,1,88,15,87,72,67,2,0,2,0,15,15,0,15,20,10,10,15,20,0,12,12,10,10,30,15,36,0,73,150,999,8,0,-31,0,0,218
45,7,7,7,7,25,Ray,Agnew,36,0,1,36,36,19,81,3,4,28067,5,28067,79,22,2,1,80,0,0,0,69,0,0,80,0,63,1009,77,35,50,55,0,12,58,0,0,0,2,2,2,2,178,45,100,0,0,4,0,0,0,48,2,0,1,0,0,15,27,44,68,0,0,80,0,1,99,18,64,78,57,0,0,0,0,10,10,24,5,15,10,15,10,15,0,2,2,15,10,20,10,36,0,70,87,1023,36,0,-31,0,0,440
45,2,2,2,2,11,Gabe,Carimi,36,0,1,36,36,17,78,0,7,27435,6,27435,65,25,0,0,93,0,0,0,31,0,1,66,0,34,1009,78,25,77,87,1,3,10,0,4,0,2,2,2,2,258,45,100,0,0,0,1,0,0,72,0,0,1,95,0,7,14,42,64,3,0,12,0,0,92,15,93,75,59,0,0,0,0,10,10,24,10,5,10,60,10,10,0,9,6,20,15,10,25,36,0,79,156,1023,0,0,-31,0,0,418
45,4,4,4,4,23,O'Brien,Schofield,36,0,1,36,36,25,87,0,5,27269,7,27269,80,27,0,0,80,0,0,0,43,0,0,77,2,25,1009,74,80,22,34,0,8,22,0,0,0,0,0,0,0,258,45,100,0,0,0,20,0,0,50,2,0,1,50,0,5,27,0,81,4,0,32,0,0,92,22,77,77,65,4,4,4,4,0,10,44,0,10,10,10,5,15,1,15,14,10,0,10,5,36,0,75,82,1023,5,0,-31,0,0,31
45,4,4,4,4,21,Sam,Acho,36,0,1,36,36,14,85,0,4,27335,7,27335,82,25,1,0,82,0,0,0,33,0,0,77,1,30,1009,95,84,28,42,0,3,25,0,0,0,2,2,2,2,214,45,100,0,0,0,0,0,0,94,2,0,1,0,0,3,21,0,84,3,0,39,0,1,97,10,69,78,70,2,2,2,2,0,10,29,5,15,10,10,10,15,0,13,15,10,5,10,10,36,0,74,97,1023,0,0,-31,0,0,19
45,4,4,4,4,24,Daryl,Washington,36,0,1,36,36,18,93,0,5,27546,7,27546,85,27,0,0,92,0,0,0,58,0,0,89,2,63,1009,89,88,40,47,0,8,36,0,0,0,8,8,8,8,207,45,100,0,0,0,0,0,0,58,2,0,1,92,0,15,21,0,83,4,0,39,0,1,90,14,72,84,76,0,0,0,0,0,10,44,0,10,10,10,0,15,0,14,13,10,0,10,10,36,0,74,70,1023,0,0,-31,0,0,78
45,3,3,3,3,25,Andre,Roberts,36,0,1,36,36,11,91,0,4,27831,7,27831,91,26,0,0,75,0,0,0,79,0,0,92,2,63,1009,95,26,27,30,0,0,54,0,0,0,0,0,0,0,37,45,100,5,5,2,69,0,0,12,2,0,1,50,0,15,23,0,84,4,0,80,0,1,88,12,45,75,57,0,0,0,0,0,5,49,5,15,10,5,5,15,0,3,3,5,0,10,5,36,0,71,35,1023,61,0,-31,0,0,295
45,3,2,3,2,24,Vincent,Brown,36,0,1,36,36,12,94,0,5,27363,8,27363,89,25,0,0,85,0,0,0,84,0,0,92,2,15,1009,86,14,20,22,0,1,68,0,0,0,0,1,0,1,180,45,100,2,3,0,55,0,0,86,2,0,1,56,0,6,25,0,89,3,0,81,0,1,97,14,53,80,59,0,0,0,0,0,5,54,0,10,10,5,5,10,0,3,3,5,0,10,10,36,0,71,24,1023,49,0,-31,0,0,55
45,2,2,2,2,21,Jovan,Belcher,36,0,1,36,36,12,87,0,4,27253,9,27253,83,26,0,0,80,0,0,0,37,0,0,79,2,3,1009,92,86,34,39,0,12,32,0,0,0,8,8,8,8,108,45,100,0,0,4,28,0,0,59,2,0,1,50,0,3,20,17,72,5,0,39,0,0,89,17,71,80,76,2,2,2,2,0,10,44,0,10,10,20,10,15,0,14,14,10,5,10,10,36,0,74,68,1023,9,0,-31,0,0,21
45,2,2,2,2,19,Eric,Berry,36,0,1,36,36,12,95,0,4,27308,9,27308,92,25,0,0,92,0,0,0,77,0,0,90,2,20,1009,85,82,25,35,0,7,38,0,0,0,0,0,0,0,211,45,100,2,2,0,35,0,0,29,2,0,1,54,0,5,17,34,94,3,0,50,0,1,85,15,57,90,66,0,0,0,0,0,10,44,5,15,10,15,5,15,0,18,16,5,0,10,10,36,0,72,51,1023,71,0,-31,0,0,224
45,2,2,2,2,25,Jon,Baldwin,36,0,1,36,36,10,85,0,5,27342,9,27342,91,24,0,1,90,0,0,0,82,0,0,88,2,28,1009,96,29,35,43,0,1,60,0,0,0,0,0,0,0,166,45,100,0,0,0,24,1,0,89,2,0,1,70,0,4,22,2,97,3,0,76,0,1,88,10,76,77,52,0,0,0,0,0,10,54,0,15,10,15,5,20,0,3,3,10,0,10,10,36,0,76,70,1023,67,0,-31,0,0,224
45,2,2,2,2,20,David,Mims,36,0,1,36,36,20,55,0,4,28053,9,28053,49,25,0,0,91,0,0,0,23,0,0,51,0,63,1009,83,23,80,82,1,3,19,0,0,0,2,2,2,2,265,45,100,0,0,0,0,0,0,70,2,0,1,66,0,15,22,16,40,3,0,22,0,0,90,17,89,67,54,0,2,0,2,10,10,24,10,25,5,25,20,20,0,9,5,20,10,30,10,36,0,80,175,1023,3,0,-31,0,0,87
45,4,4,4,4,12,Joe,Lefeged,36,0,1,36,36,3,90,0,4,27219,10,27219,85,26,0,0,85,0,0,0,61,0,0,88,2,24,1009,94,66,33,39,0,8,27,0,0,0,0,0,0,0,175,45,100,2,2,2,80,0,0,35,2,0,1,50,0,6,14,33,90,3,0,48,0,0,87,9,62,75,60,0,0,0,0,0,10,49,5,15,10,10,5,10,0,17,17,5,0,5,5,36,0,72,45,1023,67,0,-31,0,0,212
45,2,2,2,2,15,Jerraud,Powers,36,0,1,36,36,7,92,0,4,27389,10,27389,89,26,2,0,69,0,0,0,63,0,0,91,2,8,1009,81,58,26,31,0,8,22,0,0,0,7,7,7,7,14,45,100,0,0,0,39,0,0,25,2,0,1,62,0,2,13,32,89,5,0,55,0,1,94,6,58,82,79,2,2,2,2,0,5,44,0,5,10,10,5,10,0,16,17,5,0,10,5,36,0,70,32,1023,54,0,-31,0,0,468
45,2,2,2,2,20,Vick,Ballard,36,0,1,36,36,15,88,1,4,27462,10,27462,86,23,1,0,87,0,0,0,62,0,0,85,0,33,1009,83,32,40,43,1,3,69,0,0,0,0,0,0,0,121,45,100,0,0,0,1,0,0,33,2,0,1,77,0,5,21,20,68,2,0,77,0,1,90,10,72,71,54,0,0,0,0,0,10,34,5,15,10,15,10,15,0,1,2,10,5,10,10,36,0,71,57,1023,22,0,-31,0,0,59
45,3,3,3,3,13,Delone,Carter,36,0,1,36,36,15,89,0,4,28100,10,28100,85,26,0,0,88,1,0,0,57,0,0,86,2,63,1009,88,23,30,38,0,7,73,0,0,0,0,0,0,0,205,45,100,0,0,2,1,0,0,34,2,0,1,60,0,15,20,9,75,3,0,64,0,1,90,14,74,69,55,0,0,0,0,0,10,24,10,10,10,10,10,15,0,1,1,10,10,15,10,36,0,69,65,1023,60,0,-31,0,0,186
45,2,2,2,2,24,Dez,Bryant,36,0,1,36,36,14,95,0,4,27545,11,27545,94,25,0,0,92,0,0,0,91,0,0,94,2,19,1009,97,28,31,37,0,7,59,0,0,0,0,0,0,0,158,45,100,0,0,2,0,0,0,88,2,0,1,90,0,1,27,6,97,4,0,71,0,1,75,11,71,91,74,0,2,0,2,0,5,49,0,15,10,5,0,10,1,3,3,5,0,5,5,36,0,74,58,1023,72,0,-31,0,0,78
45,2,2,2,2,17,Kevin,Kowalski,36,0,1,36,36,17,67,0,5,27887,11,27887,63,24,0,0,83,0,0,0,25,0,0,78,0,63,1009,75,19,74,79,0,12,17,10,2,0,0,0,0,0,218,45,100,0,0,4,0,0,0,60,0,0,1,56,0,15,17,25,49,3,0,27,0,0,95,14,86,69,52,2,2,2,2,10,15,24,15,15,5,20,20,15,0,7,7,10,15,15,15,36,0,75,144,1023,7,0,-31,0,0,8
45,2,2,2,2,21,David,Arkin,36,0,1,36,36,14,65,0,7,28101,11,28101,55,26,0,0,95,0,0,0,25,0,0,56,0,63,1009,85,17,82,82,0,2,22,0,2,0,0,0,0,0,265,45,100,0,0,0,0,1,0,62,2,0,1,60,0,15,19,13,40,3,0,27,0,0,90,14,91,73,55,0,0,0,0,15,10,19,10,10,5,20,15,15,0,8,8,20,15,30,10,36,0,77,150,1023,2,0,-31,0,0,172
45,4,4,4,4,19,Charles,Clay,36,0,1,36,36,7,87,3,4,28118,12,28118,79,24,0,0,84,0,0,0,80,0,0,79,2,9,1009,94,41,51,56,0,11,60,0,0,0,0,1,0,1,222,45,100,0,0,4,0,0,0,42,2,0,1,65,0,6,22,34,70,3,0,75,0,1,95,11,68,79,59,0,0,0,0,0,10,44,10,10,10,10,10,15,0,4,2,10,0,15,5,36,0,75,90,1023,21,0,-31,0,0,1
45,3,3,3,3,20,Dion,Lewis,36,0,1,36,36,15,89,0,4,27229,13,27229,87,23,0,0,85,0,0,0,67,0,0,94,2,13,1009,95,30,33,39,0,7,64,0,0,0,8,8,8,8,166,21,100,0,0,0,1,0,0,28,2,0,1,0,0,5,28,7,75,3,0,71,0,1,80,15,60,70,53,0,0,0,0,0,10,34,0,10,10,10,0,20,2,1,1,20,5,10,10,36,0,68,35,1023,61,0,-31,0,0,13
45,4,4,4,4,16,Nate,Allen,36,0,1,36,36,11,92,0,4,27874,13,27874,88,26,0,0,82,0,0,0,62,0,0,87,2,63,1009,78,62,25,28,0,7,28,0,0,0,8,8,8,8,232,45,100,0,0,0,0,0,0,29,2,0,1,88,0,15,13,31,88,4,0,64,0,1,90,12,55,75,66,0,0,0,0,0,5,49,0,5,10,5,0,10,0,18,16,5,0,15,5,36,0,73,50,1023,55,0,-31,0,0,212
45,2,2,2,2,12,Clay,Harbor,36,0,1,36,36,15,87,0,5,28085,13,28085,84,26,0,0,89,1,0,0,79,0,0,85,2,63,1009,89,25,45,50,0,6,62,0,0,0,0,0,0,0,188,45,100,0,0,0,0,0,0,82,2,0,1,63,0,15,17,17,88,4,0,71,0,1,90,15,55,73,57,0,0,0,0,0,10,39,0,10,0,0,5,15,0,4,4,10,0,20,5,36,0,75,92,1023,28,0,-31,0,0,83
45,3,3,3,3,17,Corey,Peters,36,0,1,36,36,13,84,0,10,27215,14,27215,65,26,0,0,75,0,0,0,37,0,0,66,2,63,1009,88,74,31,37,0,3,21,0,0,0,0,0,0,0,98,45,100,2,2,2,82,0,0,91,2,0,1,0,0,15,15,23,75,4,0,43,0,1,80,12,79,77,69,0,0,0,0,15,10,14,10,15,10,20,10,15,0,12,10,10,10,20,10,36,0,75,145,1023,11,0,-31,0,0,498
