team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Patriots,John,Simon,LE,74,81,85,78,82,33,61,61,57,84,25,6,6,6,6,6,45,45,83,32,29,10,93,86,45,45,45,45,18,88,Right,55,74,260,28,10/14/1990,6,Ohio State,4,33,2,2,4150000,1650000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Eric,Saubert,TE,55,83,88,78,73,72,75,70,75,85,20,15,10,6,10,32,58,62,30,26,22,10,85,91,63,61,58,54,-1,83,Right,48,77,253,25,5/1/1994,2,Drake,5,46,4,2,2627400,227400,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Christian,Sam,MLB,51,81,88,83,80,26,55,36,55,78,20,6,6,6,6,6,45,45,78,19,15,10,86,81,45,45,45,45,28,81,Right,44,74,240,23,6/7/1996,1,Arizona State,6,18,4,3,2641496,181496,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Danny,Shelton,DT,76,51,74,56,93,10,40,50,25,79,27,6,6,6,6,6,45,56,84,35,25,10,74,90,55,50,45,45,10,85,Right,71,74,345,25,8/20/1993,4,Washington,1,12,1,1,1030000,75000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Elandon,Roberts,MLB,70,85,85,77,82,24,48,36,45,84,25,6,6,6,6,6,45,45,87,20,20,10,83,87,45,45,45,45,11,86,Right,52,72,237,25,4/22/1994,3,Houston,6,54,4,1,2440356,100356,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Mike,Pennel,DT,78,64,81,58,87,10,40,25,32,69,20,6,6,6,6,6,45,45,80,15,16,10,74,92,45,45,45,45,10,75,Right,98,76,331,28,5/9/1991,5,Colorado State-Pueblo,15,63,2,2,5000000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Gunner,Olszewski,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,72,72,190,22,11/26/1996,0,Bemidji State,15,63,3,3,1755000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Derek,Rivers,LE,54,85,89,78,83,43,40,48,43,84,25,6,6,6,6,6,45,45,76,19,14,10,85,90,45,45,45,45,28,83,Right,95,77,250,25,5/9/1994,2,Youngstown State,3,19,4,2,3304896,802896,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Calvin,Munson,MLB,60,79,85,77,78,31,53,44,51,77,27,6,6,6,6,6,45,45,82,20,22,10,88,86,45,45,45,45,16,85,Right,48,72,244,24,12/27/1994,2,San Diego State,15,63,1,1,570000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Jakobi,Meyers,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,69,74,200,22,11/9/1996,0,North Carolina State,15,63,3,3,1765000,60000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Damoun,Patterson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,17,74,190,24,9/16/1994,1,Youngstown State,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Sony,Michel,HB,86,90,92,93,75,84,91,83,67,76,27,25,20,15,17,14,58,33,35,11,19,71,89,87,33,30,46,40,79,82,Right,26,71,215,24,2/17/1995,1,Georgia,1,31,4,3,9626694,8389710,45,45,0,0,4,0,2,0,0,2,-1,0,7,7,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,1
Patriots,Cameron,Meredith,WR,74,89,92,91,65,76,67,58,88,90,29,15,10,6,10,6,45,54,35,18,18,20,88,86,36,30,30,25,76,85,Right,1,75,207,26,9/21/1992,4,Illinois State,15,63,2,2,2020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Obi,Melifonwu,SS,65,92,93,84,67,64,68,37,74,97,32,15,10,10,15,15,35,35,75,20,15,30,95,84,35,35,35,35,49,70,Right,22,76,224,25,4/5/1994,2,Connecticut,2,24,2,1,1380000,100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,David,Parry,DT,67,59,81,60,90,10,35,24,25,72,10,6,6,6,6,6,45,45,81,24,21,10,83,78,45,45,45,45,10,85,Right,75,74,316,27,3/7/1992,4,Stanford,5,23,1,1,760000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Devin,McCourty,FS,88,90,90,90,62,74,50,28,81,92,30,6,6,6,6,6,35,35,74,22,24,74,97,95,35,35,35,35,62,77,Right,32,70,195,32,8/13/1987,9,Rutgers,1,27,5,1,47500000,22000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Jason,McCourty,CB,87,92,93,89,64,67,43,27,74,87,30,6,6,6,6,6,35,35,69,22,24,45,87,92,35,35,35,35,57,55,Right,30,71,195,32,8/13/1987,10,Rutgers,6,43,2,2,10000000,5500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,D'Angelo,Ross,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,70,69,190,22,10/29/1996,0,New Mexico,15,63,3,3,1757500,17500,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Brandon,King,LOLB,63,89,91,80,70,51,53,29,58,92,35,6,6,6,6,6,35,35,65,20,20,36,87,88,35,35,35,35,36,69,Right,36,74,220,26,6/8/1993,4,Auburn,15,63,3,3,3500000,800000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Cedrick,Lang,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,77,79,300,27,5/12/1992,1,Texas-El Paso,,,,,,,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Shaq,Mason,RG,89,73,82,66,87,10,45,25,40,82,30,6,6,6,6,6,84,89,39,25,25,10,82,91,92,85,87,82,5,81,Right,69,73,310,25,8/28/1993,4,Georgia Tech,4,35,6,5,45000000,23500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Matt,LaCosse,TE,76,82,88,73,74,59,73,66,79,74,25,15,10,6,10,6,60,55,55,20,22,30,84,89,54,49,59,54,61,77,Right,83,78,255,26,9/21/1992,4,Illinois,15,63,2,2,2800000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Lance,Kendricks,TE,78,82,89,79,65,63,69,65,76,86,35,15,10,6,10,32,73,53,35,30,30,35,90,94,62,53,64,60,-1,79,Right,81,75,250,31,1/30/1988,8,Wisconsin,2,15,1,1,1020000,50000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Ufomba,Kamalu,ROLB,65,76,83,74,81,15,41,29,33,76,23,6,6,6,6,6,44,44,80,17,17,9,85,89,45,45,44,45,10,83,Right,94,78,295,26,11/2/1992,3,Miami (Fla.),15,63,3,2,2075000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Ted,Karras,LG,70,61,75,55,86,11,31,25,26,74,29,6,6,6,6,6,69,71,30,25,21,11,84,92,72,65,69,66,6,90,Right,75,76,305,26,3/15/1993,3,Illinois,6,61,3,1,1890000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Jonathan,Jones,CB,75,95,95,82,63,65,60,28,64,85,27,6,6,6,6,6,33,34,57,18,17,60,84,84,33,34,33,34,55,73,Right,31,70,190,25,9/20/1993,3,Auburn,15,63,1,1,3095000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Jakob,Johnson,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,47,75,255,24,12/15/1994,0,Tennessee,15,63,3,3,1755000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Dontrelle,Inman,WR,82,87,87,92,60,70,75,62,83,85,35,15,10,6,10,6,35,59,39,38,41,72,87,92,39,32,20,18,73,76,Right,15,75,205,30,1/31/1989,8,Virginia,15,63,1,1,1500000,300000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Martez,Ivey,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,63,77,306,24,7/25/1995,0,Florida,15,63,3,3,1755000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Ryan,Izzo,TE,55,74,85,77,70,48,69,66,74,80,27,19,17,14,16,15,63,71,35,19,13,15,83,87,69,70,64,61,60,90,Right,85,77,253,23,12/21/1995,1,Florida State,7,58,4,3,2529072,69072,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Brian,Hoyer,QB,77,67,74,67,60,27,60,23,25,69,80,84,76,73,69,81,12,18,19,15,18,10,88,84,18,18,12,12,27,70,Right,2,74,216,33,10/13/1985,10,Michigan State,15,63,3,1,4815000,1510000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,A.J.,Howard,FS,45,89,90,81,69,49,61,31,58,79,30,6,6,6,6,6,35,35,68,19,15,35,86,93,35,35,35,35,42,84,Right,39,71,203,23,12/23/1995,1,Appalachian State,15,63,1,1,505000,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Dont'a,Hightower,ROLB,89,82,87,79,84,29,59,65,58,82,16,6,6,6,6,6,45,45,91,12,11,10,95,90,45,45,45,45,14,90,Right,54,75,263,29,3/12/1990,7,Alabama,1,25,4,2,35500000,17000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Maurice,Harris,WR,78,87,89,87,63,71,74,57,87,86,45,44,39,36,56,41,42,52,48,23,22,65,89,88,30,24,21,19,74,82,Right,82,75,203,26,11/11/1992,3,California,15,63,1,1,1000000,90000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,N'Keal,Harry,WR,71,88,88,83,75,73,77,66,84,92,41,32,26,23,32,25,46,52,26,15,19,75,89,93,37,23,35,28,79,89,Right,50,76,219,21,12/17/1997,0,Arizona State,1,32,4,4,10098348,8900237,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Trent,Harris,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,45,74,255,23,9/17/1995,1,Miami (Fla.),15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Duron,Harmon,SS,79,88,89,83,65,44,64,45,68,87,22,6,6,6,6,6,35,35,67,21,21,50,88,92,35,35,35,35,29,75,Right,21,73,205,28,1/24/1991,6,Rutgers,3,27,4,2,17000000,6500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Damien,Harris,HB,78,87,88,78,74,69,90,83,68,88,36,27,22,17,28,15,56,42,38,16,12,76,87,86,34,28,42,38,76,88,Right,53,71,215,22,2/11/1997,0,Alabama,3,23,4,4,3631136,886136,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Lawrence,Guy,DT,83,71,79,74,87,29,40,30,29,72,19,6,6,6,6,6,45,45,83,15,15,10,73,92,45,45,45,45,19,93,Right,93,76,315,29,3/17/1990,8,Arizona State,7,41,4,2,14400000,4900000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Stephen,Gostkowski,K,67,60,64,59,50,31,40,10,30,40,27,35,30,25,20,20,16,21,13,96,87,10,87,88,17,17,16,16,16,60,Right,3,73,215,35,1/28/1984,13,Memphis,4,22,2,2,8500000,3700000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Terez,Hall,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,68,74,235,22,11/18/1996,0,Missouri,15,63,3,3,1765000,85000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Josh,Gordon,WR,87,91,90,89,69,80,76,62,86,86,39,15,10,6,10,6,44,46,44,32,31,50,88,88,22,13,30,27,83,90,Right,10,75,225,28,4/13/1991,7,Utah,,,1,1,2025000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Stephon,Gilmore,CB,95,91,94,94,62,77,62,22,76,90,22,6,6,6,6,6,35,35,61,30,25,70,96,94,35,35,35,35,67,72,Right,24,73,202,28,9/19/1990,7,South Carolina,1,10,5,3,65000000,31000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,JC,Jackson,CB,77,90,92,86,58,66,61,45,65,85,36,6,6,6,6,6,35,35,50,16,14,45,90,88,35,35,35,35,48,85,Right,27,72,198,23,11/17/1995,1,Maryland,15,63,3,2,1720000,60000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Tyler,Gauthier,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,67,77,300,22,6/29/1997,0,Miami (Fla.),15,63,3,3,1765000,70000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Hjalte,Froholdt,LG,61,66,77,70,85,11,30,28,42,69,10,6,6,6,6,6,66,65,44,30,20,10,83,89,64,66,64,67,14,86,Right,55,77,308,22,8/20/1996,0,Arkansas,4,22,4,4,3243364,723364,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Malik,Gant,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,66,74,203,22,5/29/1997,0,Marshall,15,63,3,3,1765000,85000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,James,Ferentz,C,49,65,78,67,79,20,40,30,26,68,15,6,6,6,6,6,60,62,40,24,20,10,84,90,62,63,61,60,10,88,Right,66,74,300,30,6/5/1989,6,Iowa,15,63,2,1,1360000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Nate,Ebner,FS,64,85,89,87,78,35,74,74,60,87,35,15,10,10,15,15,35,35,73,15,19,30,92,92,45,40,35,35,20,96,Right,43,72,215,30,12/14/1988,7,Ohio State,6,37,2,1,5000000,1200000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Duke,Dawson Jr,FS,56,90,90,84,61,76,65,28,69,86,18,6,6,6,6,6,35,35,68,12,10,65,91,91,35,35,35,35,68,83,Right,29,70,198,23,10/13/1995,1,Florida,2,24,4,3,4744876,2706496,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Julian,Edelman,WR,96,86,91,91,68,89,76,63,88,84,70,55,53,50,78,57,30,58,41,18,17,87,95,88,40,37,10,14,85,85,Right,11,70,199,33,5/22/1986,10,Kent State,7,40,3,3,15500000,12000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Phillip,Dorsett,WR,81,95,91,91,64,82,71,28,85,89,34,15,10,6,10,6,32,56,20,21,15,81,88,83,39,33,20,15,76,70,Right,13,70,192,26,1/5/1993,4,Miami (Fla.),1,29,1,1,2600000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,James,Develin,FB,82,70,79,72,87,37,76,80,67,68,30,6,6,6,6,6,62,68,62,25,25,30,78,95,62,57,49,42,22,87,Right,46,75,255,31,7/23/1988,9,Brown,15,63,3,2,3600000,600000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Ryan,Davis,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,65,69,188,22,4/12/1997,0,Auburn,15,63,3,3,1765000,70000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Keionta,Davis,RE,54,82,86,68,86,28,43,32,47,89,20,6,6,6,6,6,45,45,77,18,14,12,84,87,45,45,45,45,28,85,Right,58,76,280,25,3/1/1994,2,Tennessee-Chattanooga,15,63,3,1,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Cole,Croston,LG,53,63,83,66,82,13,20,25,26,79,12,6,6,6,6,22,72,76,38,14,13,10,79,86,79,71,77,70,-1,72,Right,74,77,310,25,12/25/1993,2,Iowa,15,63,1,1,645000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Keion,Crossen,CB,58,95,91,92,53,65,55,16,55,93,52,40,31,20,35,29,35,35,57,17,12,40,88,89,35,35,35,35,47,80,Right,35,70,185,23,4/17/1996,1,Western Carolina,,,,,2460000,80000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Patrick,Chung,SS,87,85,91,82,71,37,58,25,74,85,30,6,6,6,6,6,35,35,76,18,16,65,96,92,35,35,35,35,22,92,Right,23,71,215,31,8/19/1987,10,Oregon,2,2,3,3,7000000,4000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Byron,Cowart,DT,58,67,78,64,84,21,26,32,42,74,20,9,9,9,9,9,45,45,73,16,12,10,77,85,45,45,45,45,24,85,Right,59,75,297,23,5/20/1996,0,Maryland,5,31,4,4,2820596,300596,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Joe,Cardona,TE,48,75,83,72,82,15,70,29,56,82,35,10,10,10,10,10,57,45,42,11,14,10,75,91,40,35,50,40,15,88,Right,49,75,245,27,4/16/1992,4,Navy,5,38,5,4,4310000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Marcus,Cannon,RT,83,60,76,55,94,21,40,10,25,68,15,6,6,6,6,6,77,85,30,20,21,10,75,84,85,82,79,72,11,65,Right,61,78,335,31,5/6/1988,8,Texas Christian,5,10,6,3,32500000,12350000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Yodny,Cajuste,LT,64,64,73,63,85,15,38,23,22,62,30,6,6,6,6,6,65,67,36,22,21,10,82,81,65,67,63,68,7,84,Right,54,77,309,23,2/21/1996,0,West Virginia,3,37,4,4,3482180,822180,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Jamie,Collins Sr,LOLB,83,85,88,84,73,25,55,45,67,92,48,50,46,44,55,25,45,45,78,13,15,10,93,95,45,45,45,45,10,75,Right,8,75,253,29,10/20/1989,6,Southern Mississippi,2,20,1,1,2000000,250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Adam,Butler,DT,76,65,78,67,84,13,31,25,36,71,20,6,6,6,6,6,45,45,82,15,16,10,85,89,45,45,45,45,10,86,Right,70,77,300,25,4/12/1994,2,Vanderbilt,15,63,3,1,1670000,20000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Shilique,Calhoun,LE,58,78,83,84,79,22,45,33,50,84,22,6,6,6,6,6,44,44,78,20,19,9,85,91,44,45,45,44,11,89,Right,74,76,256,27,3/20/1992,3,Michigan State,3,11,1,1,720000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Rex,Burkhead,HB,83,84,88,88,68,77,88,75,72,90,34,45,40,42,45,35,57,56,44,28,26,65,88,84,44,42,47,42,80,88,Right,34,70,213,29,7/2/1990,6,Nebraska,6,30,3,2,9750000,5500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Terrence,Brooks,SS,66,91,91,76,55,66,60,39,54,89,30,6,6,6,6,6,35,35,62,22,24,68,91,83,35,35,35,35,51,73,Right,25,71,203,27,3/2/1992,5,Florida State,3,15,2,2,3250000,1305000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Brandon,Bolden,FB,76,88,90,85,75,60,85,83,60,88,36,10,10,10,10,10,50,62,54,25,32,79,85,86,46,45,32,27,66,85,Left,38,71,220,29,1/26/1990,7,Mississippi,15,63,2,2,3700000,2000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Nick,Brossette,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,64,72,212,23,3/2/1996,0,LSU,15,63,3,3,1762500,37500,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Ja'Whaun,Bentley,MLB,69,81,86,80,86,18,45,40,58,73,25,5,5,5,5,5,45,45,84,19,14,10,84,82,44,44,45,45,28,86,Right,51,74,258,22,8/24/1996,1,Purdue,5,15,4,3,2763952,303952,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Tom,Brady,QB,99,60,66,70,64,37,66,20,39,47,91,99,98,89,83,99,19,25,33,18,17,10,99,99,15,10,14,19,31,96,Right,12,76,225,42,8/3/1977,19,Michigan,6,39,1,1,23000000,22000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
